"sampleID","tubeLabel","plateID","wellPos"
"FIB00239","fib364-b1-t7","FIBp035","E5"
"FIB00332","fib380-b1-t6","FIBp035","E6"
"FIB00700","fib426-b1-t5","FIBp035","E7"
"FIB00156","fib332-b1-t5","FIBp035","F1"
"FIB00226","fib332-b2-t4","FIBp035","F2"
"FIB00449","fib337-b1-t2","FIBp035","F3"
"FIB00211","fib364-b1-t0","FIBp035","F4"
"FIB00243","fib364-b1-t8","FIBp035","F5"
"FIB00339","fib380-b1-t7","FIBp035","F6"
"FIB00705","fib426-b1-t6","FIBp035","F7"
"FIB00161","fib332-b1-t6","FIBp035","G1"
"FIB00230","fib332-b2-t5","FIBp035","G2"
"FIB00215","fib364-b1-t1","FIBp035","G4"
"FIB00287","fib380-b1-t0","FIBp035","G5"
"FIB00348","fib380-b1-t8","FIBp035","G6"
"FIB00710","fib426-b1-t7","FIBp035","G7"
"FIB00166","fib332-b1-t7","FIBp035","H1"
"FIB00234","fib332-b2-t6","FIBp035","H2"
"FIB00454","fib337-b1-t3","FIBp035","H3"
"FIB00219","fib364-b1-t2","FIBp035","H4"
"FIB00291","fib380-b1-t1","FIBp035","H5"
"FIB00675","fib426-b1-t0","FIBp035","H6"
"FIB00715","fib426-b1-t8","FIBp035","H7"
"FIB00398","fib439-b1-t0","FIBp036","A1"
"FIB00267","fib462-b1-t5","FIBp036","A10"
"FIB00431","fib439-b1-t8","FIBp036","A2"
"FIB00564","fib439-b2-t7","FIBp036","A3"
"FIB00645","fib439-b3-t4","FIBp036","A4"
"FIB00258","fib453-b1-t3","FIBp036","A5"
"FIB00300","fib455-b1-t2","FIBp036","A6"
"FIB00439","fib455-b3-t1","FIBp036","A7"
"FIB00485","fib455-b2-t8","FIBp036","A8"
"FIB00513","fib455-b3-t6","FIBp036","A9"
"FIB00402","fib439-b1-t1","FIBp036","B1"
"FIB00271","fib462-b1-t6","FIBp036","B10"
"FIB00529","fib439-b2-t0","FIBp036","B2"
"FIB00651","fib439-b3-t5","FIBp036","B4"
"FIB00262","fib453-b1-t4","FIBp036","B5"
"FIB00306","fib455-b1-t3","FIBp036","B6"
"FIB00446","fib455-b2-t1","FIBp036","B7"
"FIB00518","fib455-b3-t7","FIBp036","B9"
"FIB00405","fib439-b1-t2","FIBp036","C1"
"FIB00275","fib462-b1-t7","FIBp036","C10"
"FIB00534","fib439-b2-t1","FIBp036","C2"
"FIB00569","fib439-b2-t8","FIBp036","C3"
"FIB00657","fib439-b3-t6","FIBp036","C4"
"FIB00266","fib453-b1-t5","FIBp036","C5"
"FIB00315","fib455-b1-t4","FIBp036","C6"
"FIB00451","fib455-b2-t2","FIBp036","C7"
"FIB00489","fib455-b3-t0","FIBp036","C8"
"FIB00523","fib455-b3-t8","FIBp036","C9"
"FIB00407","fib439-b1-t3","FIBp036","D1"
"FIB00279","fib462-b1-t8","FIBp036","D10"
"FIB00539","fib439-b2-t2","FIBp036","D2"
"FIB00621","fib439-b3-t0","FIBp036","D3"
"FIB00663","fib439-b3-t7","FIBp036","D4"
"FIB00270","fib453-b1-t6","FIBp036","D5"
"FIB00327","fib455-b1-t5","FIBp036","D6"
"FIB00456","fib455-b2-t3","FIBp036","D7"
"FIB00493","fib455-b3-t2","FIBp036","D8"
"FIB00247","fib462-b1-t0","FIBp036","D9"
"FIB00410","fib439-b1-t4","FIBp036","E1"
"FIB00544","fib439-b2-t3","FIBp036","E2"
"FIB00627","fib439-b3-t1","FIBp036","E3"
"FIB00669","fib439-b3-t8","FIBp036","E4"
"FIB00274","fib453-b1-t7","FIBp036","E5"
"FIB00330","fib455-b1-t6","FIBp036","E6"
"FIB00461","fib455-b2-t4","FIBp036","E7"
"FIB00498","fib455-b3-t3","FIBp036","E8"
"FIB00251","fib462-b1-t1","FIBp036","E9"
"FIB00419","fib439-b1-t5","FIBp036","F1"
"FIB00549","fib439-b2-t4","FIBp036","F2"
"FIB00633","fib439-b3-t2","FIBp036","F3"
"FIB00246","fib453-b1-t0","FIBp036","F4"
"FIB00278","fib453-b1-t8","FIBp036","F5"
"FIB00340","fib455-b1-t7","FIBp036","F6"
"FIB00466","fib455-b2-t5","FIBp036","F7"
"FIB00503","fib455-b3-t4","FIBp036","F8"
"FIB00255","fib462-b1-t2","FIBp036","F9"
"FIB00423","fib439-b1-t6","FIBp036","G1"
"FIB00554","fib439-b2-t5","FIBp036","G2"
"FIB00250","fib453-b1-t1","FIBp036","G4"
"FIB00283","fib455-b1-t0","FIBp036","G5"
"FIB00349","fib455-b1-t8","FIBp036","G6"
"FIB00471","fib455-b2-t6","FIBp036","G7"
"FIB00259","fib462-b1-t3","FIBp036","G9"
"FIB00426","fib439-b1-t7","FIBp036","H1"
"FIB00559","fib439-b2-t6","FIBp036","H2"
"FIB00639","fib439-b3-t3","FIBp036","H3"
"FIB00254","fib453-b1-t2","FIBp036","H4"
"FIB00289","fib455-b1-t1","FIBp036","H5"
"FIB00435","fib455-b2-t0","FIBp036","H6"
"FIB00480","fib455-b2-t7","FIBp036","H7"
"FIB00508","fib455-b3-t5","FIBp036","H8"
"FIB00263","fib462-b1-t4","FIBp036","H9"
"FIB00353","fib479-b1-t0","FIBp037","A1"
"FIB00393","fib479-b1-t8","FIBp037","A2"
"FIB00565","fib479-b2-t7","FIBp037","A3"
"FIB00551","fib538-b1-t4","FIBp037","A4"
"FIB00370","fib542-b1-t3","FIBp037","A5"
"FIB00576","fib542-b2-t0","FIBp037","A6"
"FIB00616","fib542-b2-t8","FIBp037","A7"
"FIB00519","fib579-b1-t7","FIBp037","A8"
"FIB00358","fib479-b1-t1","FIBp037","B1"
"FIB00530","fib479-b2-t0","FIBp037","B2"
"FIB00556","fib538-b1-t5","FIBp037","B4"
"FIB00375","fib542-b1-t4","FIBp037","B5"
"FIB00581","fib542-b2-t1","FIBp037","B6"
"FIB00490","fib579-b1-t0","FIBp037","B7"
"FIB00363","fib479-b1-t2","FIBp037","C1"
"FIB00535","fib479-b2-t1","FIBp037","C2"
"FIB00570","fib479-b2-t8","FIBp037","C3"
"FIB00561","fib538-b1-t6","FIBp037","C4"
"FIB00380","fib542-b1-t5","FIBp037","C5"
"FIB00586","fib542-b2-t2","FIBp037","C6"
"FIB00491","fib579-b1-t1","FIBp037","C7"
"FIB00524","fib579-b1-t8","FIBp037","C8"
"FIB00368","fib479-b1-t3","FIBp037","D1"
"FIB00540","fib479-b2-t2","FIBp037","D2"
"FIB00531","fib538-b1-t0","FIBp037","D3"
"FIB00566","fib538-b1-t7","FIBp037","D4"
"FIB00385","fib542-b1-t6","FIBp037","D5"
"FIB00591","fib542-b2-t3","FIBp037","D6"
"FIB00494","fib579-b1-t2","FIBp037","D7"
"FIB00373","fib479-b1-t4","FIBp037","E1"
"FIB00545","fib479-b2-t3","FIBp037","E2"
"FIB00536","fib538-b1-t1","FIBp037","E3"
"FIB00571","fib538-b1-t8","FIBp037","E4"
"FIB00390","fib542-b1-t7","FIBp037","E5"
"FIB00596","fib542-b2-t4","FIBp037","E6"
"FIB00499","fib579-b1-t3","FIBp037","E7"
"FIB00378","fib479-b1-t5","FIBp037","F1"
"FIB00550","fib479-b2-t4","FIBp037","F2"
"FIB00541","fib538-b1-t2","FIBp037","F3"
"FIB00355","fib542-b1-t0","FIBp037","F4"
"FIB00395","fib542-b1-t8","FIBp037","F5"
"FIB00601","fib542-b2-t5","FIBp037","F6"
"FIB00504","fib579-b1-t4","FIBp037","F7"
"FIB00383","fib479-b1-t6","FIBp037","G1"
"FIB00555","fib479-b2-t5","FIBp037","G2"
"FIB00360","fib542-b1-t1","FIBp037","G4"
"FIB00441","fib542-bx-t0","FIBp037","G5"
"FIB00606","fib542-b2-t6","FIBp037","G6"
"FIB00509","fib579-b1-t5","FIBp037","G7"
"FIB00388","fib479-b1-t7","FIBp037","H1"
"FIB00560","fib479-b2-t6","FIBp037","H2"
"FIB00546","fib538-b1-t3","FIBp037","H3"
"FIB00365","fib542-b1-t2","FIBp037","H4"
"FIB00475","fib542-bx-t7","FIBp037","H5"
"FIB00611","fib542-b2-t7","FIBp037","H6"
"FIB00514","fib579-b1-t6","FIBp037","H7"
"FIB00437","fib624-b1-t0","FIBp038","A1"
"FIB00487","fib624-b1-t8","FIBp038","A2"
"FIB00520","fib632-b1-t7","FIBp038","A3"
"FIB00506","fib634-b1-t4","FIBp038","A4"
"FIB00640","fib634-b2-t3","FIBp038","A5"
"FIB00686","fib646-b1-t2","FIBp038","A6"
"FIB00682","fib659-b1-t1","FIBp038","A7"
"FIB00448","fib624-b1-t1","FIBp038","B1"
"FIB00442","fib632-b1-t1","FIBp038","B2"
"FIB00511","fib634-b1-t5","FIBp038","B4"
"FIB00646","fib634-b2-t4","FIBp038","B5"
"FIB00691","fib646-b1-t3","FIBp038","B6"
"FIB00687","fib659-b1-t2","FIBp038","B7"
"FIB00453","fib624-b1-t2","FIBp038","C1"
"FIB00472","fib632-b1-t0","FIBp038","C2"
"FIB00525","fib632-b1-t8","FIBp038","C3"
"FIB00516","fib634-b1-t6","FIBp038","C4"
"FIB00652","fib634-b2-t5","FIBp038","C5"
"FIB00696","fib646-b1-t4","FIBp038","C6"
"FIB00692","fib659-b1-t3","FIBp038","C7"
"FIB00458","fib624-b1-t3","FIBp038","D1"
"FIB00495","fib632-b1-t2","FIBp038","D2"
"FIB00443","fib634-b1-t1","FIBp038","D3"
"FIB00521","fib634-b1-t7","FIBp038","D4"
"FIB00658","fib634-b2-t6","FIBp038","D5"
"FIB00701","fib646-b1-t5","FIBp038","D6"
"FIB00697","fib659-b1-t4","FIBp038","D7"
"FIB00463","fib624-b1-t4","FIBp038","E1"
"FIB00500","fib632-b1-t3","FIBp038","E2"
"FIB00473","fib634-b1-t0","FIBp038","E3"
"FIB00526","fib634-b1-t8","FIBp038","E4"
"FIB00664","fib634-b2-t7","FIBp038","E5"
"FIB00706","fib646-b1-t6","FIBp038","E6"
"FIB00702","fib659-b1-t5","FIBp038","E7"
"FIB00468","fib624-b1-t5","FIBp038","F1"
"FIB00505","fib632-b1-t4","FIBp038","F2"
"FIB00496","fib634-b1-t2","FIBp038","F3"
"FIB00622","fib634-b2-t0","FIBp038","F4"
"FIB00670","fib634-b2-t8","FIBp038","F5"
"FIB00711","fib646-b1-t7","FIBp038","F6"
"FIB00707","fib659-b1-t6","FIBp038","F7"
"FIB00477","fib624-b1-t6","FIBp038","G1"
"FIB00510","fib632-b1-t5","FIBp038","G2"
"FIB00628","fib634-b2-t1","FIBp038","G4"
"FIB00676","fib646-b1-t0","FIBp038","G5"
"FIB00716","fib646-b1-t8","FIBp038","G6"
"FIB00712","fib659-b1-t7","FIBp038","G7"
"FIB00482","fib624-b1-t7","FIBp038","H1"
"FIB00515","fib632-b1-t6","FIBp038","H2"
"FIB00501","fib634-b1-t3","FIBp038","H3"
"FIB00634","fib634-b2-t2","FIBp038","H4"
"FIB00681","fib646-b1-t1","FIBp038","H5"
"FIB00677","fib659-b1-t0","FIBp038","H6"
"FIB00717","fib659-b1-t8","FIBp038","H7"
